Pairwise_Similarity	Query	Target
0.81	1437	3162
0.99	1437	122
0.7	3607	3503
0.73	16217	17005
0.95	12022	8533
0.77	12022	10563
0.73	12022	14523
0.95	12022	10630
0.79	12022	21126
0.74	12022	13781
0.87	12022	11931
0.92	12022	11941
0.73	12022	12045
0.77	12022	11963
0.79	12022	11701
0.98	10048	7775
0.97	22920	17180
0.89	3889	5115
0.84	3889	5745
0.86	3889	114
0.92	3889	118
0.91	3889	107
0.95	2828	6253
0.93	2828	2771
0.9	2828	11314
0.95	2828	7469
0.94	2828	6389
0.95	2828	15001
0.91	2828	8695
0.75	11965	9547
0.78	2177	3934
0.94	2177	3162
0.97	2177	2180
0.99	23706	16820
0.77	23706	16843
0.99	23706	16826
0.98	23706	16814
0.81	23706	16850
0.75	23706	16970
0.99	23706	16849
0.71	23706	17550
0.8	11214	9714
0.71	11214	6504
0.7	11214	21070
0.79	11214	10828
0.92	11214	11197
0.92	11767	12136
0.9	11767	11771
0.96	11767	16406
0.97	11767	12081
0.93	11767	10830
0.99	11767	11956
0.97	11767	11870
0.71	7531	11766
0.76	7531	6927
0.77	7531	6182
0.74	5204	3713
0.99	5204	3971
0.77	4658	15067
0.74	4658	4749
0.71	2649	1170
0.99	2649	2880
0.98	2649	10435
0.76	2649	13705
0.72	2649	1491
0.72	2649	11123
0.82	2649	16682
0.99	2649	11930
0.78	2649	16852
0.73	2649	2169
0.71	2649	12318
0.99	2649	10189
0.79	2649	20709
0.73	2649	10606
0.95	2649	9809
0.81	2649	10224
0.79	2649	4600
0.78	2649	16853
0.73	2649	21814
0.86	2920	2997
0.98	2920	2938
0.95	13561	23554
0.97	15483	17126
0.93	8425	13941
0.76	8425	5940
0.95	8425	6408
0.96	16580	16569
0.91	16580	16111
0.97	19151	19288
0.7	19151	5914
0.98	14882	14890
0.99	14882	18269
1.0	14882	14894
0.98	14882	12374
0.75	18641	10464
0.7	18641	21411
0.73	18641	15200
0.73	18641	10444
0.71	18641	8951
0.84	18641	5891
0.79	18641	15328
0.7	18641	10325
0.74	18641	21635
0.71	18641	10637
0.75	18641	18584
0.71	18641	15366
0.7	18641	6237
0.74	18641	11089
0.72	18641	10722
0.71	18641	9939
0.98	499	2257
0.96	499	5763
0.99	499	18768
0.95	499	3037
0.99	499	18770
0.98	499	4951
0.98	499	10193
0.99	499	2754
0.99	499	1851
0.97	499	477
1.0	9434	8019
0.76	14837	22829
0.99	8313	5258
0.95	8313	9189
0.99	8313	5303
0.99	8313	9233
0.84	23382	6881
0.84	23382	7303
0.7	20763	12715
0.76	20763	22432
0.8	20763	18502
0.98	4458	15211
0.98	4458	5451
0.99	4458	5597
0.98	4458	15564
0.99	4458	20745
0.99	4458	8608
0.99	4458	5560
0.96	16525	13878
0.89	13638	13644
0.7	19859	19889
0.71	14607	20117
0.9	14607	14690
0.8	2618	20267
0.72	2618	16374
0.84	2618	6210
0.71	2618	10546
0.74	2618	5565
0.79	2618	5934
0.93	2618	12195
0.82	2618	12067
0.81	2618	15894
0.75	2618	4554
0.84	2618	6171
0.74	2618	3423
0.71	2618	19854
0.7	2618	12681
0.82	2618	7931
0.92	2618	6125
0.75	2618	7875
0.76	2618	5644
0.83	2618	6281
0.82	2618	10698
0.74	2618	3415
0.83	2618	6322
0.83	2618	6048
0.73	2618	5507
0.87	2618	9006
0.83	2618	95
0.75	2618	355
0.76	2618	11904
0.79	2618	9691
0.71	2618	8406
0.85	2618	6312
0.71	2618	8408
0.75	2618	20971
0.74	2618	7957
0.81	2618	19729
0.94	7414	21433
0.83	2804	3102
0.71	13582	11095
0.77	13582	19467
0.88	13582	10799
0.76	13722	15602
0.7	13722	23078
0.71	13722	2923
0.74	14013	15282
0.74	14013	2849
0.74	14013	3055
0.73	14013	15308
0.74	14013	16185
0.74	14013	18773
0.74	14013	16181
0.72	14013	18772
0.92	5438	22756
0.94	9762	2220
0.84	16753	16405
0.71	16753	10501
0.7	16753	6414
0.98	23934	192
0.98	23934	6984
0.98	23934	8277
0.99	23934	4510
0.73	10464	10373
0.78	10464	21411
0.7	10464	23752
0.7	10464	8510
0.75	10464	15372
0.72	10464	2522
0.7	10464	7529
0.72	10464	15137
0.7	10464	15200
0.98	10464	10444
0.71	10464	4072
0.71	10464	22382
0.75	10464	12074
0.73	10464	10653
0.76	10464	15328
0.85	10464	8932
0.7	10464	10325
0.75	10464	21635
0.74	10464	10526
0.72	10464	10637
0.73	10464	2162
0.85	10464	659
0.93	10464	18584
0.74	10464	6324
0.75	10464	10812
0.8	10464	6237
0.77	10464	10332
0.72	10464	10722
0.95	10464	9939
0.73	10464	9784
0.71	10464	11785
0.83	10464	7779
0.74	10464	9779
0.79	10464	8465
0.98	7630	7299
0.9	7630	5449
0.99	7630	7152
0.72	7630	12609
1.0	13765	8654
1.0	13765	4642
1.0	13765	22915
0.8	13765	14971
1.0	13765	13628
0.98	14224	15847
0.99	14224	10336
0.7	11003	10272
0.85	10708	8587
0.98	10708	10616
0.94	10708	10739
0.7	11697	14149
0.98	11697	450
0.95	20307	14149
0.99	20307	14786
0.74	20307	16575
0.96	20307	20308
0.97	20307	15062
0.88	20307	862
0.96	20307	22064
0.94	2768	2621
0.99	2768	2753
0.73	17231	19669
0.72	17231	19731
0.75	17231	19295
0.74	17231	8804
0.81	17231	19640
0.87	11363	8112
0.95	11607	9472
0.87	23389	3550
0.94	1914	20812
0.93	1914	1435
0.83	1914	7880
0.92	14995	2353
0.73	14995	15816
0.92	14995	7018
0.73	14995	6785
0.87	9527	21447
0.7	8580	1652
0.9	8580	11013
0.96	14041	14007
0.72	14041	19529
0.95	14041	14060
0.7	4611	9417
0.91	4611	7781
0.88	4611	8597
0.88	4611	19754
1.0	3823	6798
1.0	3823	4012
0.99	3823	3921
0.74	22107	22151
0.89	5628	8775
0.96	5628	5128
0.77	16862	16863
0.79	16862	13387
0.89	17437	17432
0.75	5664	5645
0.77	5664	661
0.94	20717	7478
0.94	20717	7346
0.85	17382	17372
0.72	18255	2091
0.87	18255	2095
0.9	18255	3046
0.73	18255	21804
0.84	18255	557
0.95	11433	21692
0.76	11433	12287
0.82	1137	11061
0.77	15694	13853
0.93	519	536
0.9	519	515
0.86	519	755
0.88	519	3476
0.88	519	406
0.87	15980	15870
0.76	5823	5802
0.83	465	2079
0.83	465	466
0.95	465	196
0.83	465	9856
0.88	465	185
0.73	5353	10329
0.89	6279	13804
0.88	3791	8944
0.86	3791	22374
0.97	11611	9437
0.97	11611	4717
0.73	2034	23681
0.76	7314	1818
0.97	847	396
0.73	9142	23367
0.98	9142	9144
0.83	9142	3357
0.89	16738	10356
0.93	16738	9789
0.83	16738	2289
0.89	16738	2829
0.85	16738	2310
0.79	16738	2308
0.74	16738	20595
0.94	16738	709
0.86	16738	2307
0.96	806	820
0.82	806	3310
0.98	13614	15472
0.98	13614	13702
0.8	13614	17399
0.9	6667	6662
0.96	6667	9370
0.82	645	642
0.79	645	2222
0.79	3102	14902
0.8	9949	9836
0.94	9949	23509
0.94	9949	12192
0.96	9949	14925
0.92	9949	856
0.79	10804	2277
0.78	10804	10314
0.78	10804	23500
0.98	18263	3308
0.97	18263	3077
0.97	18263	3136
0.99	18263	1959
0.75	9326	5838
0.77	9326	17165
0.77	9326	23056
0.92	14149	14786
0.94	14149	20308
0.93	14149	15062
0.77	14149	577
0.89	14149	862
0.96	14149	22064
0.75	16973	18830
0.92	16973	17874
0.92	16973	18362
0.9	6041	6140
0.79	6041	1652
0.93	1066	9929
0.95	1066	9927
0.97	1066	4556
0.87	22140	22016
0.93	3332	15425
0.87	3358	14646
0.86	2253	472
0.8	2253	2506
0.86	2253	17351
0.99	2253	223
0.96	2253	2252
0.78	2253	19377
0.9	12120	9995
0.73	12120	5020
0.76	12120	17208
0.74	12120	14476
0.73	12120	9457
0.72	12120	16011
0.9	11647	2946
0.97	3082	16792
0.98	3082	2030
0.97	3082	14782
0.7	3082	14572
0.84	15071	13772
0.95	15071	7339
0.99	2058	1145
0.9	2058	682
0.93	2058	22574
0.92	2058	785
0.73	11362	10546
0.7	11362	5565
0.74	11362	12067
0.7	11362	4554
0.7	11362	9006
0.72	11362	21353
0.73	11362	18787
1.0	10196	9882
1.0	10196	2894
1.0	10196	9763
0.98	16528	23628
0.79	20078	19805
0.95	20078	19840
0.81	21162	16526
0.98	21162	79
0.98	14890	18269
0.98	14890	14894
0.98	14890	12374
1.0	3449	4922
0.77	12704	12179
0.82	12704	12777
0.89	15700	16694
0.98	15700	17042
0.91	15700	14788
0.96	15700	16699
0.96	15700	19014
0.92	15700	14792
0.93	23276	22883
0.81	9547	17224
0.95	17020	19094
0.96	17020	19522
0.97	5187	6897
0.99	5187	6599
0.79	4092	4184
0.95	4092	9967
0.76	3547	9154
0.89	3547	4618
0.84	3547	4274
0.73	6957	6470
0.95	12096	12151
0.92	12096	10112
0.75	12096	5821
0.83	12096	5491
0.73	12096	10495
0.71	12096	10660
0.71	12096	6145
0.7	12096	6010
0.71	12096	11919
0.89	12096	11916
0.71	12096	10904
0.7	7661	20916
0.8	21971	21969
0.84	23743	18401
0.81	17397	21423
0.78	1507	5020
0.97	1507	9646
0.76	1507	5623
0.97	1507	1763
0.73	1507	4764
0.97	1507	7939
0.99	1507	23151
0.75	1507	5897
0.72	1507	11039
0.98	1507	1605
0.71	1507	21432
0.77	1507	23580
0.75	1507	4459
0.98	1507	8920
0.72	1507	21581
0.89	1507	8280
0.8	1507	14578
0.77	1507	14476
0.78	1507	9457
0.72	1507	21486
0.81	2309	5564
0.99	2309	10404
0.99	2309	2305
0.81	2309	18184
0.77	2309	14611
0.79	2309	14354
1.0	2309	10297
0.7	2309	21814
0.91	12136	11771
0.97	12136	16406
0.96	12136	12081
0.92	12136	10830
0.95	12136	11956
0.96	12136	11870
0.94	16569	16111
0.93	4163	11694
0.88	4163	16816
0.97	4163	4441
0.87	15939	15918
0.86	15939	23850
0.71	5099	23096
0.72	5099	15593
0.78	5099	4918
0.82	5099	1881
0.75	5099	13342
0.81	18046	18061
0.92	16269	22840
0.92	16269	22842
0.92	16269	3196
0.96	16269	3096
0.71	22225	4776
0.73	22225	8723
0.8	16137	22284
0.83	16137	22358
0.92	1885	8988
0.78	11774	16374
0.7	11774	2014
0.96	11774	10386
0.75	11774	12007
0.97	11774	17199
0.86	11774	10798
0.95	11774	10832
1.0	2602	2463
0.97	2602	7824
1.0	427	2442
1.0	427	2449
1.0	427	976
0.82	6291	3618
0.9	6291	18167
0.73	6291	7195
0.81	6291	6485
0.87	7891	10158
0.76	7891	4142
0.95	7891	1399
1.0	8654	4642
0.99	8654	22915
0.8	8654	14971
1.0	8654	13628
0.96	4443	8333
1.0	14844	14862
0.99	14844	16280
0.99	14844	673
0.98	14844	3090
0.96	14844	9336
0.98	14844	674
0.98	14844	23526
0.98	14844	3099
0.97	13700	13862
0.95	7345	20506
0.72	6333	1471
0.79	6333	6215
0.98	6423	8806
0.96	6423	8680
0.99	6523	7535
0.76	2238	416
0.91	17101	23201
0.91	17101	15316
1.0	18239	18251
0.96	942	7708
0.95	942	20015
0.78	21707	2110
0.99	21707	12276
0.79	23937	7552
1.0	11616	18642
1.0	11616	5007
0.83	2997	2938
0.99	11153	10846
0.94	1064	637
0.92	19489	10175
0.83	21359	10273
0.93	21359	10406
0.98	17905	17704
0.96	17905	17862
0.97	3030	2996
0.92	16836	7047
0.71	6547	6481
0.81	11745	2047
0.7	11745	2308
0.82	11745	16449
0.85	1817	1584
0.87	2924	3353
0.99	22898	14324
0.93	22898	16557
1.0	22898	11134
0.98	22898	16560
0.98	22898	15601
1.0	22898	18183
0.89	22898	16546
1.0	22898	15976
0.99	16681	11505
0.8	12147	21628
0.87	12147	4727
0.85	12147	1812
0.82	12147	22260
0.95	4359	5468
0.77	21628	4727
0.88	21628	1812
0.83	21628	22260
0.73	1170	9184
0.83	1170	2930
0.73	1170	4053
0.71	1170	2880
0.85	1170	2905
0.71	1170	18406
0.71	1170	10435
0.7	1170	3643
0.94	1170	1491
0.71	1170	15082
0.77	1170	8643
0.89	1170	10926
0.74	1170	14258
0.77	1170	13365
0.8	1170	16682
0.83	1170	1623
0.72	1170	11930
0.71	1170	1550
0.71	1170	10189
0.72	1170	20709
0.73	1170	8826
0.77	1170	10224
0.83	1170	2917
0.95	1170	15037
0.72	1170	16630
0.71	1170	4600
0.96	22850	22847
0.95	22850	22849
0.96	14140	142
0.92	14140	2532
0.9	14140	15921
0.99	14140	15801
1.0	5377	5285
0.73	20267	2992
0.71	20267	5565
0.79	20267	12195
0.71	20267	19652
0.73	20267	1771
0.74	20267	12067
0.74	20267	15894
0.71	20267	4554
0.76	20267	3423
0.87	20267	19854
0.76	20267	6125
0.89	20267	7875
0.77	20267	5644
0.74	20267	18645
0.79	20267	6281
0.72	20267	1791
0.81	20267	10698
0.74	20267	3415
0.86	20267	5507
0.73	20267	21442
0.8	20267	9006
0.78	20267	355
0.95	20267	9691
0.77	20267	14733
0.77	20267	17186
0.88	20267	7957
0.98	20267	19729
0.95	2230	16655
0.95	2230	1065
0.89	2230	18252
0.94	2230	2275
0.72	2230	4572
0.94	9746	9742
0.91	9746	9568
0.99	15791	3733
0.99	15791	3754
0.99	15791	6684
0.99	15791	15758
0.73	9995	5020
0.73	9995	14476
0.72	9995	9457
0.71	9995	16011
0.75	16374	6210
0.7	16374	5934
0.76	16374	6171
0.79	16374	1191
0.87	16374	8443
0.75	16374	6322
0.77	16374	6048
0.77	16374	10386
0.73	16374	17199
0.7	16374	8406
0.77	16374	10832
0.76	16374	6312
0.74	4848	3489
0.9	4848	4948
0.75	4848	7990
0.97	295	6117
0.87	17636	11377
0.98	20618	20601
0.89	11766	6927
0.9	11766	6182
0.89	11766	9985
0.91	8533	10630
0.72	8533	21126
0.86	8533	11931
0.94	8533	11941
0.7	8533	11701
0.79	14926	6505
0.83	14926	11587
0.76	14926	4489
0.97	19050	18940
0.73	10300	10763
0.77	10300	10654
0.75	10300	15325
0.97	8902	7214
0.89	8902	7548
0.86	20582	20594
0.89	303	722
0.76	2992	11950
0.78	2992	5565
0.73	2992	12195
0.79	2992	1771
0.72	2992	15894
0.77	2992	4554
0.94	2992	3423
0.73	2992	19854
0.77	2992	7875
0.95	2992	5644
0.79	2992	9697
0.79	2992	6281
0.78	2992	1791
0.81	2992	10698
0.93	2992	3415
0.7	2992	9297
0.78	2992	1754
0.76	2992	5507
0.81	2992	9006
0.95	2992	355
0.72	2992	9691
0.79	2992	14733
0.7	2992	20971
0.78	2992	7957
0.74	2992	19729
0.91	1800	9760
0.82	1800	8631
0.9	1800	9628
0.87	1800	9659
0.73	12102	4544
0.95	12102	4457
0.94	12102	9941
0.96	12102	20364
0.99	15211	5451
1.0	15211	5597
0.99	15211	15564
0.98	15211	20745
0.99	15211	8608
0.99	15211	5560
0.74	80	24
0.98	3642	7078
0.91	3642	9588
1.0	3642	2224
0.71	3642	3008
0.99	3642	3549
0.93	3642	2282
0.7	3642	3014
0.97	3642	20831
0.84	3642	2303
0.72	3642	2346
0.98	3642	11622
1.0	16713	16714
1.0	16713	2128
1.0	16713	9560
0.99	16713	2344
0.77	12327	12287
0.74	12017	10373
0.7	12017	23752
0.78	12017	16432
0.74	12017	15137
0.73	12017	10653
0.94	12017	11842
0.92	12017	5080
0.93	12017	14569
0.71	12017	10368
0.92	12017	18283
0.92	12017	11803
0.94	12017	11837
0.76	12017	11920
0.71	4688	13225
0.7	4688	3456
0.74	8672	291
0.72	8672	268
0.7	8672	7580
0.75	8672	1604
0.99	16522	23015
0.72	18028	23025
0.84	18028	18006
0.71	18028	10827
0.71	5392	5410
0.91	308	846
0.78	308	2600
0.96	308	845
0.99	308	14888
0.96	6444	18205
1.0	6444	7070
0.9	6444	11589
0.87	6444	15735
0.87	6444	15863
0.97	6444	7071
0.7	20061	987
0.95	20061	19650
0.81	9172	4854
0.83	7214	7548
1.0	8617	8656
0.9	8617	1321
0.97	12974	12715
0.99	12974	13005
0.75	14151	5920
1.0	15282	2849
0.98	15282	3055
0.98	15282	15308
0.99	15282	16185
0.98	15282	18773
0.98	15282	16181
0.96	15282	18772
0.95	7801	2075
0.8	7801	9550
0.89	8049	17832
0.99	8049	4363
0.97	8049	9243
0.71	1444	5745
0.9	1444	1498
0.71	10700	10383
0.97	10700	20800
0.97	19213	19256
0.96	19213	19655
0.71	19213	19339
0.76	21074	7439
0.9	4773	7620
0.75	4773	4669
0.91	19031	13927
1.0	22786	3153
1.0	22786	12465
1.0	22786	12412
1.0	22786	13924
1.0	22786	2435
1.0	22786	3158
0.99	13426	13201
0.77	10219	2935
0.74	10219	657
0.99	684	2086
0.73	1254	591
0.89	7299	5449
0.99	7299	7152
0.74	7299	12609
0.73	9184	4053
0.7	9184	3643
0.74	9184	1491
0.92	9184	8643
0.8	9184	10926
0.71	9184	8932
0.7	9184	1623
0.71	9184	2162
0.71	9184	659
0.73	9184	8826
0.71	9184	4161
0.72	9184	15037
0.73	9184	16630
0.7	9184	9784
0.71	9184	7779
0.71	9184	9779
0.96	3016	3029
0.96	3016	3023
0.71	1406	595
0.89	9432	14019
0.7	9432	20489
0.92	9432	102
0.98	10110	5546
0.99	192	6984
0.99	192	8277
0.99	192	4510
0.7	192	8812
0.98	472	2506
0.76	472	17351
0.91	472	223
0.72	472	2252
0.89	472	19377
0.96	3129	18246
0.97	3129	3368
0.94	3129	15538
0.97	3129	14876
0.92	3129	14880
0.97	3129	16828
0.93	3129	14850
0.93	3129	22923
0.99	329	339
0.97	329	11467
0.98	329	508
0.99	329	336
0.99	329	341
0.86	17368	20333
0.7	20334	2530
0.7	20334	6181
0.86	8352	3757
0.97	6759	13498
0.95	6759	9516
0.89	14891	20182
0.99	2930	2905
0.89	2930	1491
0.78	2930	10926
0.7	2930	14258
0.77	2930	1623
0.7	2930	1550
0.98	2930	2917
0.89	2930	15037
0.7	5020	14949
0.76	5020	9646
0.8	5020	5623
0.77	5020	1763
0.76	5020	4764
0.78	5020	7939
0.77	5020	23151
0.88	5020	20826
0.8	5020	5897
0.77	5020	1605
0.8	5020	23580
0.8	5020	4459
0.78	5020	8920
0.87	5020	20829
0.85	5020	8280
0.83	5020	14578
0.99	5020	14476
1.0	5020	9457
0.85	5020	11740
0.81	17306	23309
0.79	17306	4748
0.8	17306	17173
0.95	17306	13888
0.76	18464	640
0.81	7502	23461
0.79	7502	3523
0.95	5115	5745
0.8	5115	114
0.71	5115	8437
0.92	5115	118
0.85	5115	107
0.74	5115	4438
0.84	6927	6182
0.88	6927	9985
0.72	6927	10021
0.91	9894	9899
0.81	1493	1470
0.82	1493	1403
0.75	9435	2530
0.98	1228	5558
0.98	1228	11103
0.92	1174	1021
0.88	1174	2560
0.98	15502	17128
0.83	2336	10343
0.88	2336	18335
0.77	2336	16356
0.82	2336	728
0.73	3658	3550
0.72	3658	21132
0.81	20286	12156
0.94	16694	17042
0.92	16694	14788
0.94	16694	16699
0.93	16694	19014
0.98	16694	14792
0.97	2257	5763
0.96	2257	18768
0.97	2257	3037
0.95	2257	18770
0.97	2257	4951
0.95	2257	10193
0.99	2257	2754
0.98	2257	1851
0.95	2257	477
0.95	333	347
1.0	333	320
0.87	333	364
0.99	333	306
0.7	4720	9960
0.92	4720	4631
0.85	4720	13174
0.75	23539	11168
0.99	15472	13702
0.83	15472	17399
0.95	10373	23752
0.75	10373	12034
0.78	10373	2522
0.95	10373	15137
0.73	10373	10444
0.76	10373	1688
0.81	10373	12074
1.0	10373	10653
0.74	10373	11842
0.71	10373	14569
0.7	10373	18283
0.72	10373	9939
0.72	10373	11837
0.73	10373	8444
0.81	2513	235
0.75	4496	6858
0.8	5834	2298
0.84	5834	11175
0.88	5834	11046
0.83	5834	21161
0.87	5834	19948
0.77	21411	10444
0.75	21411	22382
0.72	21411	5898
0.7	21411	659
0.76	21411	18584
0.73	21411	6324
0.96	21411	6237
0.77	21411	9939
0.99	21946	11221
0.98	21946	10716
0.99	21946	16589
0.96	9742	9568
0.99	4840	5917
0.71	11950	7295
0.83	11950	5565
0.71	11950	12067
0.82	11950	4554
0.75	11950	3423
0.75	11950	5644
0.72	11950	9697
0.73	11950	3415
0.75	11950	355
0.76	11950	20971
0.83	9041	5514
0.96	23190	1937
0.84	23190	12364
0.93	23190	23467
0.9	23190	12348
0.95	23190	11739
0.92	23190	1939
0.88	23190	2655
0.88	23190	22950
0.91	23190	16283
0.79	10383	8449
0.81	10383	11146
0.73	10383	20800
0.78	10383	10211
0.93	15243	15320
0.78	15243	17430
0.82	13093	13004
0.72	9836	23509
0.7	9836	12192
0.73	9836	14925
0.86	9836	856
0.9	12714	12471
0.8	21702	12264
0.88	4636	21102
1.0	4636	4283
0.9	4636	7479
0.93	18776	3075
0.99	18776	18774
0.92	18776	3076
0.98	18776	8220
0.89	18776	10225
0.93	18776	3058
0.77	18776	3073
0.83	18776	3078
0.91	16124	16052
0.93	16124	12339
0.71	16124	6508
0.9	14949	5623
0.81	14949	4764
0.88	14949	5897
0.8	14949	23580
0.88	14949	4459
0.77	14949	8280
0.81	14949	14578
0.7	14949	14476
0.7	14949	9457
0.96	6210	5934
0.79	6210	12195
0.72	6210	12067
0.71	6210	6146
0.95	6210	6171
0.72	6210	12681
0.8	6210	7931
0.86	6210	6125
0.99	6210	6322
0.93	6210	6048
0.74	6210	9006
0.73	6210	95
0.72	6210	11904
0.99	6210	6312
0.99	5451	5597
1.0	5451	15564
0.96	5451	20745
1.0	5451	8608
0.97	5451	5560
0.97	12151	10112
0.79	12151	5821
0.88	12151	5491
0.77	12151	10495
0.75	12151	10660
0.75	12151	6145
0.75	12151	11919
0.94	12151	11916
0.75	12151	10904
0.99	1275	9621
0.84	20676	652
0.71	2280	2461
0.7	9820	19966
0.86	11886	12171
0.95	11886	11782
0.73	23752	12034
0.75	23752	2522
0.92	23752	15137
0.7	23752	10444
0.74	23752	1688
0.79	23752	12074
0.95	23752	10653
0.7	23752	11842
0.7	23752	8444
0.91	3417	1035
0.79	3417	3425
0.84	3417	3210
0.83	3417	2050
0.87	3417	932
0.86	3417	3420
0.98	18624	19257
0.72	18624	19503
0.7	18624	19712
0.72	18624	19400
0.79	2271	8437
0.84	2271	4438
0.71	21402	10112
0.84	21402	5821
0.72	21402	5491
0.89	21402	6145
0.73	21402	11916
0.79	21402	16011
0.93	16114	6951
0.91	16114	10060
0.76	14103	14532
0.71	4778	4861
0.98	18722	8971
1.0	4716	4575
0.93	21439	23575
0.98	21439	3508
0.97	16655	1065
0.91	16655	18252
0.96	16655	2275
0.71	16655	4572
0.92	4753	7570
0.99	4753	8943
0.95	4753	8945
0.88	6025	6294
0.81	8450	8426
0.71	19888	19858
0.98	2273	7456
0.97	2273	10214
0.97	2273	2182
0.97	2273	2317
0.92	2273	7822
0.97	11522	8285
0.85	11522	1945
0.82	11522	11413
0.9	11522	14766
0.8	11522	13845
0.73	11522	323
0.96	11522	14754
0.85	7095	20908
0.78	8998	7815
0.8	8998	8989
0.98	16792	2030
0.7	16792	18402
0.7	16792	18800
1.0	16792	14782
0.7	16792	18803
0.72	16792	14572
0.71	16792	16773
0.72	7295	5565
0.71	7295	4554
0.94	300	6351
0.87	300	287
0.88	300	3470
0.89	300	280
0.83	300	292
1.0	236	270
0.98	236	3172
0.99	236	304
0.96	2612	2615
0.96	2612	428
0.93	2612	14923
0.99	2849	3055
0.98	2849	15308
0.99	2849	16185
0.99	2849	18773
0.98	2849	16181
0.97	2849	18772
0.74	9646	5623
0.97	9646	1763
0.71	9646	4764
0.98	9646	7939
0.97	9646	23151
0.74	9646	5897
0.71	9646	11039
0.98	9646	1605
0.72	9646	21432
0.76	9646	23580
0.73	9646	4459
0.96	9646	8920
0.72	9646	21581
0.88	9646	8280
0.8	9646	14578
0.76	9646	14476
0.76	9646	9457
0.72	9646	21486
0.85	16071	4686
0.86	16071	4462
0.84	2707	8070
0.94	2707	3387
0.93	2707	10252
0.93	2707	448
0.96	2707	3047
0.7	2707	16429
0.87	2707	15383
0.91	2707	437
0.89	2707	2573
0.72	2707	16455
0.71	7362	3958
1.0	7362	21106
0.94	7362	4511
0.79	8510	15422
0.78	8510	15200
0.71	8510	10444
0.72	8510	4072
0.87	8510	15328
0.75	8510	21635
0.7	8510	659
0.79	8510	15366
0.71	2973	4758
0.79	14581	18643
0.78	14581	6353
0.77	14581	14801
0.97	14581	4301
0.93	17042	14788
0.98	17042	16699
0.97	17042	19014
0.96	17042	14792
0.83	13702	17399
0.81	4320	4228
0.71	4320	12034
0.88	4320	19096
0.88	4320	19173
0.73	4320	12074
0.83	4320	4229
0.92	8915	4599
0.92	653	2055
0.77	653	18537
0.87	653	16147
0.93	653	2051
0.75	653	473
0.96	653	13165
0.94	2621	2753
0.89	4282	4560
0.92	4282	10501
0.91	4282	6414
0.85	4282	6196
0.95	10124	94
0.98	10124	158
0.85	1937	12364
0.94	1937	23467
0.93	1937	12348
0.96	1937	11739
0.92	1937	1939
0.87	1937	2655
0.86	1937	22950
0.91	1937	16283
0.93	19403	20018
0.76	20155	22641
0.76	23865	15631
0.93	6770	6812
0.9	6770	9388
0.77	19289	20039
0.95	64	23
0.95	64	3388
0.98	64	3167
0.91	64	14849
0.96	64	12
0.95	64	14838
0.82	64	3262
0.98	64	16801
0.72	10323	13304
0.85	10323	13354
0.77	10323	1537
0.7	10323	9628
0.75	10323	10363
0.92	10323	10322
0.7	10323	9659
0.77	10323	10334
0.7	10323	10746
0.96	10563	14523
0.79	10563	10630
0.7	10563	5821
0.94	10563	21126
0.97	10563	13781
0.89	10563	11039
0.85	10563	21432
0.72	10563	11941
0.96	10563	12045
0.99	10563	11963
0.87	10563	21581
0.96	10563	11701
0.89	10563	21486
0.85	10465	21932
0.96	3627	8569
0.93	3627	17547
0.83	3627	17535
0.96	3627	8474
0.98	23509	12192
0.96	23509	14925
0.89	23509	856
1.0	18628	21127
0.75	18628	10425
0.96	18628	16399
1.0	18628	22149
1.0	18628	12019
0.78	18628	18753
0.79	18628	18604
0.74	18628	13576
0.78	18628	22125
0.78	18628	11062
0.75	18628	13496
0.93	16073	17819
0.75	16073	23542
0.93	16073	16129
0.92	16073	17703
0.95	16073	15981
0.85	18331	19902
0.94	10356	9789
0.88	10356	2289
0.93	10356	2829
0.94	10356	2310
0.71	10356	5155
0.93	10356	2308
0.72	10356	16449
0.91	10356	709
0.81	10356	2307
0.8	11973	10816
0.78	10546	5565
0.79	10546	12067
0.73	10546	16037
0.78	10546	4554
0.71	10546	6125
0.71	10546	9006
0.72	10546	11904
0.74	10546	11168
0.78	10546	20971
0.91	10546	18787
0.92	5296	5542
0.77	5296	8631
0.91	5296	4681
0.93	5296	8557
0.97	5296	5457
0.76	5296	20667
0.85	5296	6529
0.71	5296	4946
0.85	5296	23145
0.96	5296	1090
0.94	5296	5048
0.91	22453	11709
0.74	17819	23542
0.92	17819	16129
0.93	17819	17703
0.94	17819	15981
0.91	19241	19685
0.95	13245	13256
0.7	13245	13677
0.86	2079	466
0.7	2079	2073
0.84	2079	196
0.84	2079	9856
0.91	2079	185
0.75	2079	8560
0.96	9198	4939
0.79	1922	10098
0.75	1922	14146
0.99	1922	4158
0.99	4674	7755
0.98	4674	22503
0.96	5763	18768
0.9	5763	3037
0.95	5763	18770
0.97	5763	4951
0.96	5763	10193
0.98	5763	2754
0.95	5763	1851
0.98	5763	477
1.0	3733	3754
0.98	3733	6684
0.99	3733	15758
0.98	3619	2830
0.96	3619	2542
0.93	3619	4054
1.0	16714	2128
1.0	16714	9560
0.99	16714	2344
0.71	16618	5735
0.87	16618	3068
0.94	16618	2858
0.88	16618	2988
0.89	16618	2350
0.82	16618	2365
0.88	20081	20083
0.97	20081	20312
0.72	10585	10902
0.98	18590	18152
0.76	23542	16129
0.75	23542	17703
0.76	23542	15981
