Pairwise_Similarity	Query	Target
0.78	21836	10856
0.92	14900	2617
0.71	14900	2803
0.96	14900	16854
0.71	14900	23530
0.96	14900	18826
0.77	5538	3967
0.86	5538	17662
0.98	5538	8651
0.9	5538	6263
0.81	5538	17661
0.97	5538	8807
0.88	5538	23306
0.91	20037	19986
0.91	5601	5071
0.86	5601	16646
0.99	5601	7712
0.89	5601	5650
0.81	5601	3924
0.93	219	835
0.81	20677	4871
0.92	20677	4962
0.83	20677	6558
0.81	20677	5099
0.88	20677	23096
0.79	20677	15593
0.94	20677	4918
0.7	20677	6838
0.92	20677	1881
0.92	20677	13342
0.79	5871	6522
0.97	10899	10998
0.98	18732	17006
0.95	8016	12057
0.94	8016	16343
0.91	8016	23437
0.99	244	15073
0.95	244	18766
0.72	4634	6644
0.85	4634	4801
0.92	4634	6612
0.75	4634	10102
0.93	4634	8942
0.73	4634	6554
0.78	4634	21129
0.98	4522	6378
0.98	4522	22511
0.96	4522	8121
0.97	4522	8116
0.94	4522	18265
0.97	4522	16234
0.97	4522	7370
0.93	4522	17387
0.91	14692	13034
0.96	14692	14612
0.9	14692	2413
0.91	14692	913
0.96	14692	2872
0.91	14692	18684
0.98	14692	11501
0.74	14692	576
0.98	14692	20307
0.96	14692	14149
0.97	14692	14786
0.94	14692	20308
0.95	14692	15062
0.84	14692	862
0.96	14692	22064
0.76	3778	5209
0.99	8021	3647
0.99	8021	8824
0.77	8021	15338
0.99	8021	18617
0.75	8021	6517
1.0	8021	3918
0.71	8021	18195
0.74	8021	9038
0.75	8021	6500
0.74	8021	4025
0.99	8021	6519
0.74	8021	3753
0.99	8021	18792
0.99	8021	3682
0.99	8021	4122
0.74	8021	21116
0.7	8021	5036
0.94	17985	15086
0.91	17985	17757
0.99	18700	18698
0.99	18700	18266
0.92	18546	13115
0.93	18546	727
0.88	18546	2236
0.83	18546	707
0.91	18546	14179
0.95	18546	2283
0.87	18546	9219
0.96	18546	284
0.86	8142	6880
0.99	8142	11662
0.91	10108	6737
0.92	10108	3998
0.92	10108	10106
0.91	10108	4086
0.93	4708	9823
0.7	4708	6641
0.78	4708	2321
0.7	4708	1742
0.75	4708	10200
0.71	4708	2921
0.74	4708	10023
0.91	4708	2366
0.7	4708	5379
0.72	4708	6009
0.8	4708	7463
0.73	4708	6861
0.81	4708	4705
0.75	4708	7520
0.87	4708	9983
0.88	4708	2367
0.8	4708	2953
0.95	13671	13245
1.0	13671	13256
0.98	9652	11834
0.7	9652	11856
0.86	9652	11006
0.9	9652	1105
0.88	9652	23136
0.9	9652	12017
0.76	9652	16432
0.89	9652	11842
0.84	9652	5080
0.89	9652	14569
0.89	9652	18283
0.87	9652	11803
0.92	9652	11837
0.71	9652	11920
0.92	19320	5681
0.8	12987	12535
0.89	12987	12467
0.84	12987	12559
0.93	12987	3245
0.81	12987	22491
0.92	12987	12600
0.98	18997	18936
0.99	23668	1276
0.99	23668	18285
0.98	23668	1447
0.99	23668	1125
0.99	23668	5979
0.88	23668	1098
0.99	23668	20970
0.99	23703	16158
0.99	23703	23848
1.0	23703	16161
0.99	23703	16578
1.0	23703	16582
0.99	23703	16155
0.83	3707	663
0.75	3707	6562
0.72	3707	20748
0.78	3707	20662
0.82	3707	4184
0.72	3707	3530
0.74	3707	6074
0.7	6460	14775
0.7	6460	11593
0.75	6460	23947
0.97	6460	2013
0.93	6460	7
0.73	6460	14769
0.81	6460	2006
0.98	6460	3041
0.7	6460	2005
0.91	6460	9
0.94	6460	2012
0.94	6460	3
0.97	6460	2016
0.71	6460	3648
0.97	6460	2009
0.7	6460	8330
0.95	6460	3038
0.7	6460	3655
0.97	6460	6
0.95	6460	12653
0.7	6460	7627
0.98	6460	8
0.87	23003	8523
0.72	10552	10636
0.74	11226	6650
0.98	8925	4335
0.97	8925	9146
0.86	8925	2731
0.92	14129	2381
0.94	14129	13962
0.72	14129	19453
0.99	14129	14126
0.85	14129	11691
0.94	14129	2359
0.94	14129	9461
0.91	22299	4972
0.88	22299	7550
0.93	22299	6997
0.89	22299	10928
0.83	22299	10733
0.9	22299	9417
0.88	22299	7003
0.9	22299	15826
0.79	22299	5431
0.95	7413	146
0.99	7413	4583
0.98	7413	4582
0.98	7413	4543
0.98	7413	4649
0.98	7413	7429
0.97	13819	13590
0.93	14720	3704
0.96	14720	11585
0.78	14720	4027
0.76	14720	7068
0.87	13864	18214
0.98	13864	11466
0.91	13864	17172
0.95	2722	10178
0.93	2722	16746
0.96	2722	10710
0.95	2722	18156
0.97	2722	6419
0.97	2722	7601
0.98	2722	6364
0.98	2722	3529
0.98	2722	6327
0.97	2722	6406
0.97	2722	20456
0.97	2722	8688
0.98	2722	6003
0.94	19465	19414
0.82	31	295
0.79	31	6117
0.93	8697	9072
0.94	8697	23940
0.99	204	885
0.94	204	39
1.0	204	191
0.98	204	23934
1.0	204	192
0.99	204	6984
0.99	204	8277
0.99	204	4510
0.7	204	8812
0.84	5495	4396
0.8	10720	19355
0.71	10720	20293
0.71	10720	10993
0.85	10720	19674
0.98	17544	23898
0.93	17544	22863
0.93	17544	22851
0.95	17544	22850
0.94	17544	22847
0.93	17544	22849
1.0	12415	3056
1.0	12415	12424
0.99	12415	3159
1.0	12415	18459
1.0	12415	22786
1.0	12415	3153
1.0	12415	12465
1.0	12415	12412
1.0	12415	13924
1.0	12415	2435
1.0	12415	3158
0.91	20551	7092
0.75	20551	7499
0.98	14790	13866
0.99	3140	1951
0.94	3140	3139
0.99	3140	3280
0.93	10130	21094
0.95	10130	3276
0.95	10130	10136
0.94	10130	21111
0.9	10130	3275
0.95	10130	10132
0.93	10130	3277
0.89	6489	6339
0.97	6489	4302
0.97	6489	6383
0.79	6489	23295
0.97	13001	13109
0.97	13001	13089
0.93	13733	13583
0.72	1629	1470
0.78	1629	1403
0.86	1333	1250
0.79	719	1183
0.99	14686	2842
0.96	14686	15239
0.99	14686	3052
0.99	14686	22771
0.99	14686	17433
0.98	14686	22767
0.99	14686	2857
0.99	14686	3045
0.99	14686	3154
0.84	14686	2760
0.98	14686	16186
0.99	14686	23776
0.99	14686	22773
0.74	14686	14013
0.99	14686	15282
0.99	14686	2849
0.98	14686	3055
0.98	14686	15308
0.99	14686	16185
0.99	14686	18773
0.98	14686	16181
0.97	14686	18772
0.75	4865	7059
0.84	4865	6438
0.93	4865	8827
0.8	4865	7066
0.71	4865	21030
0.85	4865	8273
0.86	21282	21841
0.97	16965	22833
0.98	16965	22827
0.97	16965	18141
0.98	16965	22821
0.95	16965	22871
0.97	16965	22857
0.98	16965	16969
0.98	16965	22836
0.93	16965	16940
0.74	4247	5166
1.0	4247	3963
0.9	4247	8049
0.97	4247	17832
0.89	4247	4363
0.74	4247	14018
0.89	4247	9243
0.74	839	454
0.94	839	3321
0.9	839	833
0.74	1256	2696
0.99	7438	7352
0.99	732	706
0.99	732	1034
0.98	732	696
0.95	732	11
0.94	732	1995
0.98	732	678
0.92	13369	20441
0.73	13369	17337
0.97	13369	13333
0.97	13369	13335
0.97	13369	10398
0.95	13369	10374
0.96	13369	10642
0.81	15045	20403
0.87	15520	15519
0.92	15520	22584
0.72	3201	110
0.81	3201	3214
0.82	3201	112
0.91	3201	930
0.78	3201	2038
0.88	3201	3889
0.82	3201	5115
0.8	3201	5745
0.91	3201	114
0.92	3201	118
0.9	3201	107
0.98	22144	23922
0.99	22144	12062
0.99	22144	10982
1.0	22144	22139
0.99	22144	20024
0.98	22144	10561
0.97	22144	16330
0.97	22144	1233
0.97	22144	11478
0.98	22144	15108
1.0	7522	7234
0.87	7522	6706
0.73	7522	20240
0.89	14438	14441
0.92	14438	14618
0.73	14438	14296
0.99	7504	8821
1.0	7504	4864
1.0	7504	4419
0.98	7504	11693
1.0	7504	6440
0.97	7504	17389
0.97	7504	8829
0.83	19048	18954
1.0	19048	19050
0.97	19048	18940
0.99	15701	15695
1.0	15701	15490
0.71	11114	5166
0.81	11114	17812
0.82	11114	10676
0.77	11114	14509
0.7	11114	10916
0.7	11114	5625
0.77	11114	15658
0.75	11114	23729
0.76	11114	4416
0.8	11114	8250
0.96	11114	14743
0.78	11114	15245
0.71	11114	8430
0.78	11114	17420
0.77	11114	8420
0.83	11114	11872
0.72	11114	8165
0.78	19355	20293
0.85	19355	19674
0.7	6713	1687
0.97	6713	2217
0.84	6713	21571
0.74	6713	10475
0.71	6713	2315
0.74	6713	10421
0.98	6713	2255
0.75	6713	4970
0.75	6713	7019
0.71	6713	6940
0.7	6713	3454
0.72	6713	10355
0.76	6713	10496
0.83	6713	4296
0.78	6713	10740
0.97	6713	5358
0.8	6713	10869
0.78	6713	5225
0.98	6713	2892
0.75	6713	13234
0.75	6713	17082
0.72	6713	17194
0.7	6713	12130
0.73	6713	1473
0.75	6713	4832
0.74	6713	10655
0.7	6713	10723
0.72	6713	10892
0.73	6713	3905
0.96	6713	9772
0.73	6713	9337
0.7	6713	10286
0.98	6713	3437
0.71	6713	2319
0.75	6713	10787
0.7	6713	2302
0.74	6713	9877
0.95	6713	4106
0.76	6713	3883
0.97	6713	4015
0.75	6713	4440
0.73	6713	16005
0.72	6713	11902
0.97	6713	5005
0.73	6713	7432
0.91	6713	3737
0.71	6713	8900
0.73	6713	10464
0.7	6713	9184
0.72	6713	8510
0.76	6713	4053
0.76	6713	5564
0.71	6713	1409
0.73	6713	10444
0.95	6713	4072
0.77	6713	3643
0.72	6713	10404
0.7	6713	17248
0.71	6713	15082
0.7	6713	8643
0.73	6713	15328
0.75	6713	8932
0.7	6713	2305
0.74	6713	10325
0.83	6713	21635
0.93	6713	9788
0.74	6713	10637
0.74	6713	18184
0.96	6713	2162
0.76	6713	659
0.71	6713	18584
0.71	6713	10812
0.75	6713	14611
0.73	6713	10332
0.76	6713	8826
0.75	6713	4161
0.73	6713	10722
0.7	6713	9939
0.73	6713	14354
0.98	6713	9784
0.78	6713	11785
0.75	6713	7779
0.7	6713	10297
0.97	6713	9779
0.72	6713	8465
0.99	9208	5483
0.77	20627	20196
0.85	20627	19553
0.85	20627	7141
0.71	20627	11926
0.73	20627	20038
0.84	20627	5974
0.82	6880	11662
0.92	22735	13051
0.95	22735	13101
0.85	8110	8011
0.71	1798	10742
0.85	21302	20150
0.96	2842	15239
0.99	2842	3052
0.99	2842	22771
0.99	2842	17433
0.97	2842	22767
0.99	2842	2857
0.99	2842	3045
0.99	2842	3154
0.84	2842	2760
0.98	2842	16186
0.99	2842	23776
0.99	2842	22773
0.74	2842	14013
0.99	2842	15282
0.99	2842	2849
0.98	2842	3055
0.99	2842	15308
0.99	2842	16185
0.98	2842	18773
0.98	2842	16181
0.97	2842	18772
0.75	1209	18692
0.75	19649	20293
0.74	19649	19674
0.75	1828	16286
0.97	7711	8122
1.0	7711	6029
0.98	7711	4259
0.98	7711	7718
0.74	15379	15424
0.9	4621	8768
0.79	4621	5937
0.71	4621	4374
0.98	4621	7169
0.76	4621	16251
0.73	4621	23599
0.98	3649	15795
0.98	3649	7993
0.77	3649	21095
1.0	3649	3644
0.99	3649	3816
0.97	3649	3625
0.95	3649	6504
0.95	3649	21070
0.86	3649	22970
0.7	3649	11197
0.71	23369	20665
0.76	23369	20712
0.79	23369	7386
0.79	23369	20475
0.9	23402	795
0.75	23402	17127
0.75	23402	22889
0.75	23402	16966
0.75	3593	3583
0.99	10095	17779
0.97	10095	21479
0.75	22419	22410
0.96	21080	6482
0.97	21080	1520
0.93	21080	22653
0.97	21080	7034
0.93	21080	9434
0.93	21080	8019
0.7	425	3101
0.99	425	386
0.81	425	516
0.93	425	373
0.72	16924	15438
0.89	10752	18334
0.89	10752	18280
0.97	12829	14741
0.99	12829	14653
0.97	12829	13083
1.0	12829	12877
0.94	12829	13130
0.96	12829	13088
0.96	5058	5568
0.9	5058	23802
0.97	5058	5296
0.93	5058	5542
0.76	5058	8631
0.92	5058	4681
0.91	5058	8557
0.95	5058	5457
0.77	5058	20667
0.89	5058	6529
0.7	5058	4946
0.88	5058	23145
0.95	5058	1090
0.96	5058	5048
0.76	19421	19393
0.79	20836	6283
0.7	20836	19756
0.9	20836	20838
0.77	20836	6272
0.72	20836	1471
0.78	20836	6215
1.0	1689	5928
0.7	1687	6817
0.73	1687	1061
0.84	1687	4970
0.7	1687	20820
0.77	1687	6862
0.7	1687	9702
0.76	1687	10740
0.7	1687	5358
0.74	1687	10480
0.82	1687	10869
0.71	1687	15807
0.83	1687	13234
0.84	1687	1473
0.79	1687	9825
0.71	1687	8274
0.94	1687	4832
0.77	1687	10400
0.76	1687	10723
0.82	1687	8803
0.79	1687	3905
0.81	1687	4809
0.72	1687	771
0.78	1687	9877
0.85	1687	3883
0.79	1687	11278
0.7	1687	4015
0.84	1687	4440
0.71	1687	11760
0.7	1687	5005
0.74	1687	7432
0.92	1687	2941
0.73	1687	1170
0.92	1687	4053
0.81	1687	1409
0.84	1687	18406
0.71	1687	4072
0.83	1687	3643
0.74	1687	1491
0.97	1687	15082
0.72	1687	8643
0.7	1687	6337
0.75	1687	10926
0.76	1687	8932
0.74	1687	10526
0.76	1687	659
0.75	1687	10812
0.79	1687	2169
0.75	1687	10332
0.93	1687	8826
0.83	1687	4161
0.71	1687	15037
0.75	1687	21148
0.7	1687	7797
0.73	1687	7779
0.74	1687	8465
0.77	1687	21814
0.73	11671	21887
0.84	17178	15971
0.88	6234	6261
0.72	6234	9932
0.84	6234	5773
0.7	6234	20901
0.91	6234	6146
0.72	6234	12681
0.98	6234	6301
0.98	8413	3968
0.88	8413	5588
0.98	8413	8181
0.93	8413	5945
0.97	8413	21439
0.95	8413	23575
0.99	8413	3508
0.87	12541	12610
0.78	19291	19470
0.99	7280	7453
0.98	7280	4052
0.96	3146	3191
0.83	1128	9523
0.85	18576	8546
0.75	18576	14010
0.89	3267	2659
0.81	3267	23787
0.92	3267	2662
0.84	3267	23259
0.89	3267	1593
0.8	3267	2299
0.71	3267	2666
0.82	3267	2271
0.71	3267	5745
0.85	3267	8437
0.87	3267	4438
0.93	4594	2818
0.97	4594	3837
0.97	4594	2105
0.98	4594	4523
0.93	4594	1193
0.98	4594	6658
0.85	4594	7761
0.84	4594	16920
0.92	4594	1188
0.88	4594	2810
0.98	2820	2821
0.95	2820	2833
0.96	2820	2839
0.7	13578	11746
0.7	13578	11092
0.94	13578	11830
0.81	13578	15641
0.91	13578	21078
0.93	13578	9700
0.79	13578	10676
0.75	13578	16636
0.74	13578	22124
0.75	13578	4485
0.72	13578	15224
0.76	13578	10116
0.72	13578	10721
0.75	13578	11843
0.7	13578	603
0.7	13578	716
0.7	13578	2618
0.73	13578	15245
0.7	13578	12195
0.74	13578	23000
0.72	13578	10386
0.79	13578	11872
0.98	13578	8406
0.73	13578	10832
0.98	13578	8408
0.7	13578	16674
0.77	14828	20184
0.8	21677	11512
0.79	21677	11409
0.82	21677	12312
0.79	21677	12317
0.9	21677	22061
0.8	21677	21688
0.99	7064	3567
1.0	7064	5778
0.95	7064	3645
0.99	7064	3532
1.0	7064	6444
0.96	7064	18205
1.0	7064	7070
0.9	7064	11589
0.87	7064	15735
0.88	7064	15863
0.97	7064	7071
0.7	21629	12063
0.7	14717	14626
0.71	14717	15150
0.78	14717	20817
0.76	14717	1671
0.72	14717	8427
0.73	14717	16786
0.78	14717	7436
0.74	14717	5536
0.74	14717	8691
0.74	14717	8620
0.7	14717	12120
0.74	14717	5020
0.89	14717	15804
0.74	14717	14476
0.74	14717	9457
0.93	20994	7374
0.97	20994	4408
0.94	20994	3910
0.96	20994	3954
0.96	20994	20992
0.78	14986	7100
0.85	14986	1891
0.95	14986	404
0.91	14986	3561
0.93	14986	21031
0.78	14986	389
0.87	14986	7652
0.91	14986	8311
0.9	14986	13187
0.88	14986	1871
0.94	14775	23947
0.78	14775	2013
0.75	14775	7
0.73	14775	15576
0.99	14775	14769
0.92	14775	2006
0.81	14775	3041
0.73	14775	9
0.84	14775	2012
0.83	14775	3
0.81	14775	2016
0.76	14775	2009
0.82	14775	3038
0.82	14775	6
0.86	14775	12653
0.8	14775	8
0.81	10829	21194
0.82	10829	23081
0.82	10829	16690
0.86	10829	11014
0.89	10829	21217
0.88	9531	16777
0.98	9531	23589
0.98	9531	251
0.99	9531	2739
0.92	9531	4694
0.9	9531	21779
0.93	9531	11619
0.87	9531	5629
0.92	9531	14062
0.92	9531	20159
0.91	9531	6387
0.87	9531	16083
0.97	9531	1512
0.88	9531	18402
0.89	9531	18800
0.9	9531	23442
0.89	9531	18803
0.95	9531	18132
0.85	9531	14572
0.91	9531	13795
0.95	9531	11618
0.87	9531	16773
0.82	14506	12689
0.99	19237	19730
0.98	19237	19156
0.88	19237	13612
1.0	12639	12555
0.98	12639	12633
0.97	5556	10135
0.83	5556	7343
0.97	5556	7046
1.0	5556	5575
0.94	5556	7564
0.97	17429	4662
0.91	17429	15582
0.74	17429	1459
0.73	17429	19998
0.91	17429	9647
0.78	17429	15150
0.78	17429	20817
0.71	17429	14277
0.79	17429	1823
0.94	17429	7028
0.78	17429	16744
0.75	17429	1671
0.89	17429	5404
0.9	17429	1873
0.75	17429	1874
0.82	17429	5536
0.72	17429	20828
0.81	17429	8691
0.9	17429	14943
0.77	17429	9931
0.82	17429	8620
0.78	17429	1507
0.82	17429	5020
0.8	17429	14949
0.78	17429	9646
0.9	17429	5623
0.78	17429	1763
0.86	17429	4764
0.79	17429	7939
0.78	17429	9587
0.78	17429	23151
0.73	17429	20826
0.91	17429	5897
0.79	17429	1605
0.93	17429	23580
0.9	17429	4459
0.8	17429	8920
0.72	17429	20829
0.91	17429	8280
0.95	17429	14578
0.82	17429	14476
0.82	17429	9457
0.76	14851	14856
0.92	14851	12353
0.75	14851	2093
0.85	14851	12359
0.76	2517	19775
0.8	2517	3996
0.7	2517	1803
0.79	2517	19797
0.8	2517	4546
0.81	2517	9665
0.84	2517	1641
0.83	2517	19652
0.81	2517	1771
0.8	2517	1791
0.79	2517	9297
0.75	2517	19830
0.8	2517	14733
0.73	2517	20396
0.71	11957	17587
0.87	22035	22134
0.85	20999	3941
0.97	20999	11590
0.99	20999	20990
0.99	20999	10083
0.98	20999	3670
0.92	2040	496
0.95	2040	2297
0.98	2040	2541
0.95	2040	2090
0.94	2040	3095
0.92	2040	444
0.92	2040	487
0.9	2040	8464
0.92	2040	452
0.91	2040	3619
0.97	2040	2830
0.98	2040	2542
0.85	2040	4054
0.78	11601	8796
0.94	5465	4851
0.96	5465	5213
0.93	6860	6769
0.85	19515	19543
0.74	19515	2385
0.98	8161	5214
0.94	8161	5305
0.95	8161	5241
0.96	8161	8164
1.0	3582	7106
1.0	3582	3541
1.0	3582	3536
1.0	3582	3676
1.0	3582	5776
0.86	1303	13424
0.96	1303	11672
0.84	1303	1315
0.92	15883	8178
0.96	15239	3052
0.96	15239	22771
0.96	15239	17433
0.94	15239	22767
0.96	15239	2857
0.96	15239	3045
0.96	15239	3154
0.81	15239	2760
0.95	15239	16186
0.96	15239	23776
0.96	15239	22773
0.72	15239	14013
0.96	15239	15282
0.96	15239	2849
0.95	15239	3055
0.95	15239	15308
0.96	15239	16185
0.96	15239	18773
0.95	15239	16181
0.94	15239	18772
0.86	16014	1563
0.72	16014	6370
0.98	16014	4275
0.73	16014	5508
1.0	16014	10411
0.99	16014	14995
0.94	16014	2353
0.72	16014	15816
0.94	16014	7018
0.72	16014	6785
0.96	22342	8459
0.78	7122	9526
0.71	7122	4457
0.99	2822	867
0.73	23152	17955
0.92	23152	18301
0.93	14592	2862
0.82	17532	3627
0.82	17532	8569
0.79	17532	17547
0.96	17532	17535
0.83	17532	8474
0.95	17233	6968
0.92	17233	10044
0.73	5493	16915
0.97	5493	5572
0.84	5493	16591
0.87	5493	5593
0.99	5493	23426
0.98	5493	4736
0.99	14563	22713
1.0	14563	18383
1.0	14563	4254
1.0	14563	13779
1.0	14563	4917
0.96	13299	15651
0.97	13299	6204
0.7	13299	13696
0.75	22114	10626
0.75	22114	11042
0.76	22114	10992
0.7	22114	13461
0.76	22114	8665
0.76	22114	15256
0.76	22114	10534
0.74	22114	7953
1.0	22114	11896
0.97	22114	21506
0.95	22114	10449
0.98	22114	1080
0.79	22114	11079
0.98	22114	21590
0.76	22114	7737
0.74	22114	18628
0.74	22114	21127
0.97	22114	10425
0.73	22114	16399
0.74	22114	8562
0.77	22114	11910
0.75	22114	22149
0.74	22114	12019
0.98	22114	18753
0.95	22114	18604
0.96	22114	13576
0.93	22114	18305
0.97	22114	22125
0.96	22114	11062
0.95	22114	13496
0.7	11285	11905
0.83	2217	21571
0.75	2217	10475
0.72	2217	10421
0.97	2217	2255
0.75	2217	4970
0.76	2217	7019
0.7	2217	6940
0.74	2217	10355
0.75	2217	10496
0.83	2217	4296
0.78	2217	10740
0.96	2217	5358
0.79	2217	10869
0.76	2217	5225
0.99	2217	2892
0.75	2217	13234
0.72	2217	17082
0.71	2217	17194
0.73	2217	1473
0.76	2217	4832
0.74	2217	10655
0.73	2217	10892
0.73	2217	3905
0.95	2217	9772
0.71	2217	9337
0.98	2217	3437
0.77	2217	10787
0.74	2217	9877
0.95	2217	4106
0.76	2217	3883
0.97	2217	4015
0.76	2217	4440
0.72	2217	16005
0.96	2217	5005
0.73	2217	7432
0.92	2217	3737
0.71	2217	8900
0.74	2217	10464
0.7	2217	9184
0.76	2217	4053
0.74	2217	5564
0.7	2217	1409
0.74	2217	10444
0.94	2217	4072
0.78	2217	3643
0.7	2217	8951
0.71	2217	15082
0.71	2217	15328
0.75	2217	8932
0.76	2217	10325
0.82	2217	21635
0.94	2217	9788
0.76	2217	10637
0.73	2217	18184
0.97	2217	2162
0.76	2217	659
0.73	2217	18584
0.7	2217	10812
0.75	2217	14611
0.72	2217	10332
0.77	2217	8826
0.75	2217	4161
0.75	2217	10722
0.71	2217	9939
0.71	2217	14354
0.98	2217	9784
0.78	2217	11785
0.75	2217	7779
0.98	2217	9779
0.72	2217	8465
0.71	3584	7545
0.91	3584	6582
0.93	11465	11414
0.87	11465	11289
0.86	19990	700
0.9	19990	3382
0.99	19990	19979
0.99	19990	19989
0.99	19990	19971
1.0	19990	19982
0.99	16951	16942
0.98	16951	11644
0.95	16951	11648
0.96	8768	5937
0.77	8768	4374
0.82	8768	7169
0.94	8768	16251
0.9	8768	23599
0.89	14209	13079
0.95	14209	5952
0.7	607	780
0.7	18619	5166
0.73	18619	22318
0.75	18619	10627
0.92	18619	15183
0.84	18619	9447
0.78	18619	12007
0.84	18619	20440
0.79	18619	8466
0.81	18619	5196
0.98	3064	911
0.93	3064	579
0.93	3064	575
0.96	3064	15495
0.99	3064	11510
0.99	3064	22288
0.93	3064	5
0.96	3064	3304
0.87	3064	73
0.95	3064	22460
0.98	3064	3061
0.95	3064	317
0.84	13753	15092
0.92	13753	10796
0.89	13753	13307
0.85	13753	10746
0.8	5951	14029
0.82	5951	6456
0.8	5951	827
0.81	5951	8467
0.87	5951	7703
0.87	5951	9239
0.8	5951	808
0.72	5951	22213
0.84	5951	14109
0.82	5951	20468
0.82	5951	15666
0.9	4989	4470
0.76	4989	4391
0.91	4989	4699
0.88	4989	5355
0.81	4989	2994
0.78	22809	6105
0.82	22809	7412
0.79	22809	81
0.79	22809	724
0.73	22809	77
0.79	22809	8292
1.0	22543	10536
0.99	22543	18663
0.99	20750	20202
0.99	20750	20250
0.89	20750	11985
0.88	20750	17347
0.99	20750	4371
0.97	20750	20525
0.88	20750	13610
0.94	20750	6262
0.85	20750	5400
0.94	20750	6759
0.87	20750	13498
0.84	20750	9516
0.97	8614	7791
0.93	10813	12037
0.93	10813	9933
0.87	10813	11839
0.95	10813	23809
0.96	10813	16428
0.82	10813	9526
0.99	10813	12102
0.71	10813	4544
0.93	10813	4457
0.93	10813	9941
0.94	10813	20364
1.0	14710	22624
0.99	14710	14472
0.99	14710	12428
0.98	14710	14576
0.97	1759	1645
0.92	4241	5577
0.84	4241	228
0.93	4241	8662
0.94	4241	8500
0.96	4241	8511
0.83	4241	393
0.91	4241	8120
0.88	4241	4182
0.85	2526	387
0.95	15706	16698
0.92	2897	10565
0.93	2897	10467
0.94	2897	10489
0.95	2897	5571
0.9	2897	22219
0.95	2897	23441
0.89	2897	2899
0.91	2897	16249
0.79	6826	6038
0.82	6826	4162
0.94	6826	10967
0.75	4148	4547
0.7	4148	20389
0.98	15685	8898
0.75	15017	15014
0.75	15017	10940
0.87	15017	23645
0.85	15017	6315
0.76	15017	6272
0.89	15017	6333
0.91	6936	6772
0.83	6936	6686
0.76	1554	1486
0.86	21117	3244
0.75	21117	14124
0.76	21117	21123
0.91	21117	9946
0.76	21117	3250
0.83	3976	1694
0.99	6715	16090
1.0	6715	13160
0.99	6715	11645
1.0	6715	6680
0.98	6715	7449
1.0	6715	3915
1.0	6715	6689
0.8	6715	4469
1.0	6715	3895
0.99	6715	4044
0.74	4171	6629
0.94	4171	4011
0.94	14091	924
0.88	14091	3428
0.94	14091	1113
0.88	14091	14724
0.9	14091	6833
0.86	14091	3417
0.95	14091	1035
0.82	14091	3425
0.89	14091	3210
0.94	14091	2050
0.96	14091	932
0.92	14091	3420
0.73	9938	6296
0.79	9938	7733
0.76	9938	12053
0.75	9938	11877
0.8	9938	21419
0.7	9938	21418
0.76	9938	11119
0.91	9938	14571
0.72	9938	21420
0.77	9938	10484
0.93	9938	11180
0.91	9938	12096
0.95	9938	12151
0.97	9938	10112
0.79	9938	5821
0.87	9938	5491
0.77	9938	10495
0.76	9938	10660
0.77	9938	6145
0.76	9938	11919
0.96	9938	11916
0.76	9938	10904
0.86	1814	1826
0.96	1814	2826
0.9	1814	1847
0.95	1814	2256
0.7	1814	13282
0.94	1814	1800
0.7	1814	13354
0.96	1814	9760
0.7	1814	5542
0.92	1814	8631
0.97	1814	9628
0.95	1814	9659
0.82	4949	8151
0.97	14029	6456
0.98	14029	827
0.94	14029	8467
0.93	14029	7703
0.87	14029	9239
0.98	14029	808
0.9	14029	22213
0.96	14029	14109
0.98	14029	20468
0.97	14029	15666
0.83	3521	3665
0.9	10537	11130
0.94	10537	12013
0.79	10537	11176
0.88	10537	11871
0.99	20202	20250
0.9	20202	11985
0.88	20202	17347
0.99	20202	4371
0.97	20202	20525
0.89	20202	13610
0.94	20202	6262
0.85	20202	5400
0.95	20202	6759
0.87	20202	13498
0.84	20202	9516
0.97	6934	2205
0.92	6934	18796
0.96	6934	17376
0.98	6934	470
0.92	6934	14631
0.93	6934	18196
0.94	6934	22073
0.83	6934	2001
0.97	6934	15417
1.0	6934	4557
0.95	6934	3407
0.91	6934	14552
0.92	6934	14637
0.93	6934	2572
0.96	6934	4665
0.92	6934	18197
0.96	6934	22578
0.97	6934	11617
0.93	6934	14657
0.96	6934	5624
0.95	6934	4687
0.92	6934	18194
0.77	2604	1378
0.95	14672	4660
0.71	14672	16777
0.91	14672	15687
0.99	14672	18216
0.97	14672	3080
0.95	14672	13126
0.97	14672	13850
1.0	14672	18412
0.82	14672	14136
0.94	14672	17527
0.97	14672	17299
0.98	14672	13851
0.97	14672	17302
0.96	14672	16262
0.99	14672	14702
0.96	14672	3082
1.0	14672	16792
0.98	14672	2030
0.71	14672	18402
0.71	14672	18800
1.0	14672	14782
0.7	14672	18803
0.73	14672	14572
0.7	14672	13795
0.72	14672	16773
0.77	13869	1180
0.95	13869	13895
0.77	13869	3079
0.78	13869	569
0.75	13869	590
0.95	13869	12356
0.79	13869	573
0.78	13869	11354
0.78	13869	2106
0.71	6471	7099
0.7	6471	7001
0.7	6471	6890
0.88	6471	6542
0.89	18059	13463
0.99	16090	13160
1.0	16090	11645
0.99	16090	6680
0.97	16090	7449
0.99	16090	3915
0.99	16090	6689
0.8	16090	4469
0.99	16090	3895
0.99	16090	4044
0.97	23072	16541
0.89	23072	18084
0.96	1915	7171
0.94	1915	1469
0.76	581	18151
0.78	581	16588
0.75	581	16285
